Item,Count
active problem list now includes:,1
instructions to aid in your recovery:,2
Transfer med:,1
Right upper and lower extremity weakness more pronounced:,1
Instructions from neurosurgery:,1
Prior to this appointment you will have:,1
OTHER RELEVANT STUDIES:,1
DOSE CHANGES:,1
Pertinet results during admission:,1
Drain and Trach site care:,1
New medications started during this admission included:,1
Imaging upon admission:,2
tylenol trend:,1
LFT trend:,3
You also have the following appoitnment scheduled:,1
Discharge labs pertinent:,1
Changes to your medication list include the following:,1
     CT ABDOMEN WITHOUT INTRAVENOUS CONTRAST:,1
     CT PELVIS WITHOUT INTRAVENOUS CONTRAST:,1
     BONE WINDOWS:,1
Benign Hypertension:,1
Other Care:,1
CSF Culture:,1
MRI Clavicle:,1
the following important changes:,1
Bronchoalveolar lavage:,2
Other tests:,3
New Medications to take at discharge:,1
Changes were made to his medications:,1
return to the Emergency Department for any of the following:,1
NECK:,3
LABS ON TRANSFER TO FLOOR:,2
CHEST RADIOGRAPHS:,2
Death Note:,3
PEA arrest events:,1
Per OMR notes:,1
follow systems:,1
MRA NECK AND BRAIN:,1
MRI T spine:,1
Please see below for your instructions from your neurosurgeon:,1
MICU Transfer HPI:,1
Transfer to floor:,4
Labwork:,1
We have given you some new medications:,1
Subcutaneous four times a day as needed for glucose correction:,1
doing after discharge:,1
Her injuries consisted of the following:,1
Please START taking the following medications:,4
    following three criteria:,2
Upper ext doppler:,1
prescribed two new medications:,1
Today:,1
the summary of the hospital course by systems:,1
RECOMMEND IMMUNIZATIONS:,2
CALL IF YOU EXPERIENCE ANY OF THE FOLLOWING:,2
DISCHARG EXAM:,1
Discharge from ICU:,1
Her hospital course is as follows by systems:,1
help with your symptoms:,1
VIDEO SWALLOW:,2
CT of the head:,1
of care:,1
Significant Images:,1
which demonstrated:,1
Traumatic subarachnoid hemorrhage in context of:,1
Micros:,3
Oncologist:,3
Small bowel obstruction:,1
Respiratory failure:,2
Gastrititis:,1
exam at discharge:,2
Lab at discharge:,1
Edema:,3
she had:,2
ingestion:,1
Suicidal Ingestion:,1
cholesterol was:,1
Vital signs in the office today were:,1
ANC:,2
Discharge exam has changed slightly from above admission exam:,1
While on neurology service:,1
Left calf debridement:,1
chest:,1
Scheduled apppointments:,1
LIVER HISTORY:,1
Wound Packing Instructions:,1
MRV:,1
Please CHANGE the following medication:,2
are:,5
His hospital course is as follows by systems:,4
DISCHARGE NEUROLOGIC EXAM:,1
START Amiodarone per the following schedule:,1
Upon surgical evaluation after the EGD:,1
His hospital course is summarized below by system:,1
given tPA for multiple reasons:,1
GENETCS:,1
hospitalization were the following:,1
Notable Studies During this Admission:,1
Notable Discharge Labs:,1
summmary she had:,1
EMG:,3
Left mediastinal:,1
You new medications include:,1
CTA Head on Admission:,1
Left atrial mass:,1
On morning after admission:,1
Endocrine Studies:,1
Treatment Effect:,2
 Type of Polyp in which Invasive Carcinoma Arose:,1
to the Thoracic Surgery service:,1
Sustained Release PO twice a day as needed for thick secretions:,1
Infectious disease followup:,2
These are your upcoming appointments:,1
LE dopplers:,1
Lab Results on Transfer to CCU:,1
Her course is detailed below by system:,1
Notable Studies:,3
Studies Pending at Discharge:,3
The following medication has been added to your regimen:,1
Primary Care appointment:,1
CXR PA and Lat:,2
On discharge from the hospital:,1
medications as directed:,2
Abscess cx:,1
Race:,1
Code stroke:,1
ICU admission following tPA for stroke:,1
Deep tendon reflexes:,1
You should STOP taking the following medications:,2
low platelets:,1
Seondary diagnosis:,1
ECHO cor:,2
For stroke risk statification the following labs were obtained:,1
Labwork on admission:,4
contact:,2
Labs on transfer to ICU :,1
Chemoembolization:,1
number for Helath Care Assocaites is:,1
CT EXAMINATION OF THE RIGHT SHOULDER:,1
LIVER TRANSPLANT ULTRASOUND:,1
Other medicine changes:,1
recommended are:,1
We are changingthe following medications:,1
Tests pending at discharge:,1
who recommended you take:,1
Please report any changes in wound:,1
examined by OMFS who noted trismus on exam and on internal exam:,1
Follow up plans:,1
LITHIUM:,1
MEDICATION RECONCILIATION:,4
regular consistency solids with the following precautions:,1
Per Speech and Swallow:,1
Liver Functions:,1
Pancreatic Tumor Table:,4
Surgical Pathology:,1
DISCHARGE DAY PHYSICAL EXAM:,1
reportedly given the following medications at the OSH:,1
Echo in ICU:,1
The following medications were changed this admission:,3
Primary Care Doctor:,3
EMBOLIZATION PROCEDURE:,1
any of the following warning signs:,1
Please follow up in the Emergency room if you experience:,1
PRN meds:,1
to have a bowel movement:,1
hospital events:,1
PE Upon Discharge:,1
attending who oversaw your care during this admission:,1
for the following acute conditions:,1
Please call to make appointments with:,1
See below for changes to your home medication regimen:,9
Physical Exam on day of Discharge:,1
each hospital day are oulined below:,1
to initiation of chemotherapy with the following:,1
Vitals prior to transfer were:,1
Most recent vitals before transfer:,1
MEDICATIONS UPON TRANSFER FROM MICU:,2
To Do for Rehab:,1
Existing appointments:,1
Imaging studies ultimately revealed the following injuries:,1
Please follow up with your physicians at the appts states below:,1
PICC line care:,2
IMAGES AND PROCEDURES:,1
KEY LAB STUDIES:,1
MEDICATION REGIMEN:,1
Briefly:,1
For Rehab:,1
on OSH:,1
TRANSFER MEDICATIONS :,1
PATIENT INSTRUCTIONS:,1
Time of death and confirmation:,1
care:,3
Follow up appointment recommend:,1
Hospital course on the Floor:,1
Medications as outpatient:,1
CONTINUING CARE RECOMMENDATIONS:,1
Call if:,1
Thoracic spine ulcer:,2
Pressure ulcer care per guidelines:,4
Lab trends:,1
Per OSH triage sheet:,1
New Primary Care Doctor:,1
HISTORY BY SYSTEMS:,1
Creatinine Trend:,2
Chemistry Panel on Admission:,1
Chemistry Panel on Discharge:,1
Skin Care:,1
Gyn Oncology:,1
IR REPORT:,1
Managing Provider:,1
Recent Labs Prior to Discharge:,1
CURRENT TRANSFER MEDICATIONS:,1
Subcutaneous As directed per Humalog Insulin Sliding Scale:,1
GI Bleeding Study:,1
We have made the following changes in your medicines:,1
Continue the following medications as previously:,1
Stop taking following medications:,1
Primary Care clinic:,1
To treat potential infection:,1
Rec:,5
recommenations were as follows:,1
The followed changes were made to your medication regimen:,1
The following change was made to your medications:,3
the following appointments:,2
Independent of ALL ADLS:,1
Independent of  ALL IADLS:,1
Skin findings were as follows during admission:,1
for discharge with the following instructions:,1
care during this admission:,1
CARDIOLOGY FOLLOW UP:,1
You also have the following appointments in our system:,1
medical issues include:,1
floor once transferred:,1
Secondary Procedure:,1
PTC Drain Care:,2
We discontinued the following of your psych meds:,1
BILATERAL LOWER EXTREMITY ULTRASOUND:,2
What to watch out for when you have a Jejunal Feeding Tube:,2
To treat infection:,1
To prevent damage to your kidneys:,1
KIDNEY DOCTOR:,1
SKIN DOCTOR:,1
Elementals:,1
your wound:,1
In general:,1
Post op instructions from our surgeons:,1
These dressings include:,1
hospital stay which should be continued at rehab:,1
were titrated up to the follow:,1
Please take the medications:,1
Adrenal insufficiency:,1
IMAGING METHOD:,5
Issues by System:,1
Please follow up with Neurology:,1
CTA chest from outside hospital:,1
CT Scan:,2
Left portal vein thrombus:,1
CT Contrast:,1
You also have an appointment with your Cardiac Surgeon:,1
with him in the hospital:,1
The following appoinments were already scheduled:,1
Wound Cx:,1
ON TRANSFER FROM MICU TO FLOOR:,1
CLINICAL COURSE BY SYSTEM:,1
Growth parameters:,1
Most Recent Labs:,4
NICU DISCHARGE DIAGNOSES:,1
BONE MARROW BX FLOW CYTOMETRY IMMUNOPHENOTYPING:,1
We STOPPED:,4
We changed to:,1
 We added:,1
please schedule appointments with:,2
Pathology Report:,1
Meds on Transfer to ICU:,1
Hematocrits:,1
EXAM on DISCHARGE:,1
MR BRAIN:,2
RLE CELLULITIS:,1
LIVER DYSFUNCTION:,1
ETOH USE:,1
discharged with the following instructions:,1
UPon discharge:,1
would like you to add the following:,1
following pertinent findings:,1
course is summarized below by system:,1
cholangiogram which showed:,1
experiences any of the following signs:,1
Significant Micro:,1
the warning signs listed:,1
Chemistry panel:,1
VASCULAR ROS:,2
Troponin trend:,5
DISChARGE PHYSICAL:,1
Cervical MRI:,1
Outpatient Ertepenem Labs:,1
Chemitries:,1
course as follows per dictation of Medical house staff:,1
REHAB MEDS:,1
followed you and finally recommended the following antibiotics:,1
with the final read as follows:,1
The following changes were made to your home regimen:,1
you experience any of the following:,2
been noted:,1
Seconday diagnoses:,1
ANTICOAGULATION LABS:,1
medicine regimen for two weeks:,1
Once on Floor:,1
in summary:,1
SICU COURSE:,1
EXTREMELY IMPORTANT that you keep all of these appointments:,1
CT ABDOMEN WITHOUT CONTRAST:,1
Extensive evaluation for other organic process was unrevealing:,1
but not all questions:,1
the following recommendations:,2
The following are recommendations from Neurosurgery:,1
but may be old:,1
Please make all appointments as scheduled and recommended:,1
We recommend the following appointments:,2
Neurosurgical Instructions:,1
The following are new medications that you should start taking:,1
taking:,2
patients ICU admission follow:,1
abdomen and perianal area for signs of infection including:,1
brief hospital course was notable for:,1
documentation he has:,1
only took multivitamins and folate:,1
INRs:,1
Discharg labs:,2
We STOPPED one of your medications:,1
Traumatic brain injury:,1
Vancomycin on discharge:,1
RHCath and Pericardiocentesis:,1
Your medications have been changed and are as follows:,1
Please call to schedule appointments for providers listed below:,1
IF YOU HAVE ANY TROUBLE GETTING A DOCTOR OR A BLOOD TEST CALL:,1
OSH imaging:,4
VNA Drain Care Rx:,1
Additional hx obtained from witness:,1
Regarding your liver injury:,1
Regarding your head injury:,1
START Prednisone taper as directed:,1
Lumbar Spine patients:,2
Following medication changes were made to your medical regimen:,1
Postop Esophageal Study:,1
 FINDINGS:,2
Bilateral upper extremitiy ultrasound:,1
Thyroid ultrasound:,1
needed:,2
Department if:,1
Temperature:,1
Important Radiology findings:,1
course will by systems:,1
Laboratory data on transfer to floor:,1
course as dictated per the ACS resident:,1
Brief hospital course:,4
OTHER PROBLEMS:,3
located at:,1
Leg Edema:,1
Please call to schedule appointment with:,2
Assessment of aortic valve demonstrate the following parameters:,1
RUQ pain:,1
Hypertensive heart disease:,1
Incidental:,1
CARDIAC BIOMARKERS:,2
Post operative course:,3
Urine Studies on Admission:,2
Labs prior to death:,5
PERTINENT IMAGING STUDIES:,2
Hospital course by problem list:,1
PHYSICAL EXAMINATION UPON PRONOUNCIATION OF DEATH:,1
ADMISSION IMAGING:,1
The following changes were made to her medication list:,1
Course by system:,1
Scheduled Studies:,1
Transition of Care Issues:,1
Please follow up with AV care within the next month:,1
endoscopy:,1
Please follow these instructions to aid in your recovery:,1
Drain Instructions:,1
Unilateral Right Upper Extremity ultrasound:,1
Unilateral Left Lower Extremity:,1
PHYSICAL EXAMINATION on Discharge:,4
LABS Upon discharge:,1
RIGHT BRONCH INTERMEDIUS BX:,1
OTHER TESTS:,1
The following appointments have already been made for you:,3
In regards to your hand:,1
Medical Floor Hospital Course:,1
medicaitons:,1
BRAIN IMAGING:,1
CHEST IMAGING:,2
ECHOCARDIOGRAPHY:,3
Medications added on this admission:,1
LBORATORY:,1
Please return to the emergency room if you experience:,2
Medication chagnes:,1
CT Chest with contrast:,3
Bil Lower Ext Ultrasound:,1
restricted in activities upon discharge:,1
Return to the emergency room if you experience the following:,1
Medications at home prior to EMU admission:,1
Please follow the following general seizure safety guidelines:,1
Start:,1
Stop:,1
PHENYTOIN LEVELS:,3
INTERNAL MEDICINE INSTRUCTIONS:,1
Post operative CT:,1
MRI post operatively:,1
PLEASE BE AWARE OF THE FOLLOWING DIRECTIONS:,1
You have a wound check appointment with neurosurgery:,1
CSF Fluid Data :,1
Neurological Exam per NSURG Eval:,1
Instructions for your facial fracture repairs:,1
continued to decrease and creatinine continued to increase:,1
DURING ADMISSION:,1
in your area:,1
Microscopic Description:,1
Summary of systems as they are now:,1
Steroid taper:,2
You should take the following medicines at home every day:,1
Your infectious disease  followup appointment:,1
CT Neck on admission:,1
Interval significant labs:,1
OUTSIDE HOSPITAL IMAGES:,1
see below for more detailed hospitalization summary:,1
Medications at Home :,1
Medications at Transfer from SICU:,1
The following new medications were started:,2
The following medications were continued at their previous dose:,1
ADMISSION LABORATORY STUDIES:,1
The following changes to your medications:,1
OLD MEDS:,1
We made the following changes in you medicines:,1
Sublingual once as needed for shortness of breath or wheezing:,1
consultation  FINAL DIAGNOSIS:,1
On transfer to Medicine Floor:,1
Hemodialyis:,1
Arterial Blood Gas Trend:,1
hernia:,1
The following changes have been made with your medications:,1
Changes to your medication include:,2
BILLING DIAGNOSIS:,1
operation:,1
gram stain:,1
OSH Labs and Results:,1
facility:,2
Gyn oncology for staple removal:,1
Started after ETT:,1
Antenatal history:,1
Brief hospital course as follows:,1
Your appointments are listed below:,1
PA AND LATERAL RADIOGRAPHS OF THE CHEST:,1
FLUOR GUIDED PICC PLACEMENT:,1
PORT ASSESSMENT BY FLUORO:,1
with OMFS service at:,1
MICROBIOLOGY Reports:,1
Here are some other resources that may be helpful for you:,1
On arrival to floor:,1
We also made a number of changes to your medications:,1
on your lung function:,1
EXTREM:,1
ULTRASOUND IMAGES OF BILATERAL KIDNEYS AND URINARY BLADDER:,1
Stool cx:,2
have arranged for you with Gastroenterology:,1
Other Imaging Studies:,1
Lab Values:,1
R ankle XRay:,1
Lumbar XRay:,1
from the psychiatric facility:,1
he was emergently taken the endo suite:,1
Infectious Disease Follow Up:,1
Come to the Emergency Room if you have:,1
Video Swallow Study:,2
constipation were significant issues for this admission:,1
the latter:,1
intraventricular hemorrhage:,1
Management of active issues at discharge are outlined below:,1
Blood Work:,1
You are discharged with the following medication:,1
Micro studies:,1
Ancillary tests:,1
Interventional details:,1
and he was cardioverted into sinus rhythm and admitted BP:,1
Inpatient Labs:,2
care recs on pain control according to the following:,1
Cr TREND:,1
obtaing one:,1
radiology FINDINGS:,1
He was seen by speech and swallow:,1
Musculoskeletal:,6
summary she had:,2
Please call to schedule an appointment with your:,1
Paracentesis Fluid:,1
GEneral:,1
We started you on the following medicines:,5
BLOOD WORK:,2
revealed the following injuries:,2
Physician:,1
EGD report:,3
Spine exam:,1
Surgical course:,3
Surgical discharge instructions:,1
Secondayr Diagnosis:,1
Pseudomonal Wound Infection:,1
As stated upon previous discharge:,1
peritoneal fluid cytology:,2
We have made the following changes to your medication list:,6
Hepatocellular carcinoma:,1
Medications at OSH upon transfer:,1
CONTINUED AT HOME:,1
CONTINUE THESE MEDICATIONS:,1
STOP TAKING THESE MEDICATIONS:,2
We CHANGED two medications:,1
We ADDED one medication:,1
We STOPPED two medications:,1
 Discharge exam:,1
Brief Hosptial Course by Problem:,1
VS on transfer:,2
MRI Lumbar:,1
Readmission to MICU:,1
ABSCESS CULTURE:,2
UPPER EXTREMITY ULTRASOUND:,1
CT CHEST W CONTRAST:,1
GENERAL SURGERY:,2
Previous Studies:,1
PELVIC CT:,4
    Mucosal margin:,1
    Deep margin:,1
     ADDENDUM:,1
CE trends:,2
Epilepsy Service Course:,1
Ear Nose and Throat Doctor:,1
His labs on discharge:,1
that still needed attention:,1
DRAINS:,1
Microbiolgy:,1
MICROS:,1
recommended that she follow up with her primary providers re:,1
following her fall which resulted in the following injuries:,1
FINDINGS  IMPRESSION:,1
Systems Based Review:,1
ICU ADMISSION:,1
Tissue biospy pathology:,1
Past surgical Hx:,2
Meds on Xfer:,1
His medications:,1
SPECIAL ISSUES:,2
diet and recommended the following with regards to his speech:,1
and has included:,1
several issues that should be considered seperately:,1
on comfort and symptom relief:,1
Other meds:,1
REASONS FOR ADMISSION:,2
Infectious:,2
for details of admission prior to ICU:,1
Radiology studies:,1
Stool Micro:,1
Outpatient medications:,1
SUMMARY OF HOSPITAL COURSE BY Systems:,1
By system hospital course as follows:,1
HOSPITAL LABS:,1
nuclear report the following findings were identified:,1
Discharge weight:,1
Discharge head circumference:,1
medications were added to your regimen:,1
Cognitive Assessment:,1
currently :,1
POSR CPB:,1
CARDIAC SURGERY:,2
CAR SEAT POSITION TEST SCREENING:,1
You also have the following appointment which you should attend:,1
We STARTED insulin:,1
Follow up appointment recommended:,1
Radiologic:,1
COPD Flare:,1
Elevated WBC count:,1
Additional Instructions:,1
HOSPITAL COURSE BY SYSTEMS INCLUDING PERTINENT LABORATORY:,1
Vascular Procedures:,1
during her stay:,1
DECISION:,2
In terms of her individual medical problems:,2
desribes the following:,1
Cath at OSH:,1
information is as follows:,1
STUDIES PERTAINING TO RLE FLUID COLLECTION:,1
ORBITAL FILMS:,1
This pregnancy was complicated by:,2
meds confirmed with niece:,1
Hepatitis Panels:,1
previously:,1
were addressed during her hospital stay:,1
course is described by systems below:,1
aspiration event:,1
Infectious Serologies:,1
units Injection four times a day as needed for high blood sugar:,1
according to the following schedule:,2
Gastric Emptying Study:,2
We changed:,1
We stopped:,1
ICU course by problem:,1
weakness as follows:,1
Labs on arrival:,1
contrast and with reconstructions show:,1
Neuro consult obtained:,1
PERIRECTAL YEAST INFECTION:,1
HISTORY OF CVAs:,1
HYPOTHYROIDISM:,4
POLYMYALGIA RHEUMATICA:,2
PRIMARY CARE PROVIDER:,1
Labs on dicharge:,1
Exam on Transfer:,1
Recommended Immunizations:,1
History of Hospital Course by Systems:,1
FOLLOW UP APPOINTMENTS SCHEDULE:,1
addressed on this admission:,1
portable CXR:,1
Course by Problem:,1
Chronic conditions:,1
Her oncology history is as follows:,1
Meds from OSH:,2
The following chnages have been made to your medications:,1
Findings included:,3
His EKG showed:,1
extremity dopplers which showed:,1
Bronchoalveolar Lavage:,1
Vitals in PACU:,1
Vitals on arrival to the MICU:,1
SPECIMEN SUBMITTED:,1
EXPERIENCE ANY OF THE FOLLOWING:,2
INITIAL LABORATORY DATA:,1
MARROW:,1
Post Tap:,1
Immunophenotypic findings consistent with involvement by:,2
SURGERY COURSE:,1
CT OF THE ABDOMEN AFTER ADMINISTRATION OF ORAL AND IV CONTRAST:,1
AP UPRIGHT VIEW OF THE CHEST:,1
saw the patient and made the following recs:,1
Endoscopies:,1
Your medications when you leave will be:,1
prevent repeat heart attacks:,1
SUMMARY OF HOSPITAL COURSE BY SYMPTOMS:,1
prior treatments include:,1
On vancomycin PO taper:,1
description of his course in the MICU according to problem:,1
Objestive:,1
You presently have a MRI scheduled as below:,1
The following chanes were made to your medications:,1
Continue the new medications that were started in the hospital:,1
With TLSO off and patient lying flat in bed:,1
ORTHOPEDIC SURGERY:,2
Daily events:,1
Department for:,2
Discharge lab results:,1
Remainder of hospital course:,1
CT facial:,2
LSpineXR:,1
Labs during stay:,1
IMPRESSION :,1
Medications on transfer to outside hospital:,1
hospital course is summarized briefly below by issue:,1
Secondary Diagnsosis:,3
MEDICINE ADMISSION:,1
     CT NECK:,1
Other issues for this hospitalization included:,1
any of the following criteria:,1
Followup appointment scheduled and recommended:,1
Meds at OSH:,3
CARE AND RECOMMENDATION AT TIME OF DISCHARGE:,1
Please contact the cardiology office for followup this week:,1
Lactates:,3
You have had the following changes to your medication:,1
We started the following medication:,1
Following medication changes were made to your regimen:,3
as well as the following:,1
labs showed:,1
Final CXR:,1
scan was done which showed that she had:,1
PITUITARY:,1
Please note you were started on the following medications:,1
Nephrostomy Tube:,1
within one week of discharge:,1
OTHER CARE RECOMMENDATIONS:,1
HOSPITAL COURSE BY SYSTEMS :,1
    Immunizations:,1
OSH MICRO DATA:,1
She will also be followed by:,1
Pericarditis:,1
PGYNHx:,1
VQ Scan:,1
were investigated during this hospitalization:,3
Health Care Maintainence:,1
FU recommendations:,1
Discharge meds:,1
have been as follows:,1
Appreciate input:,1
Cycle as per tolerance:,2
Further Labs:,1
Initial MICU stay:,1
On transfer back to the ICU:,1
Her course in the hospital was also complicated by:,1
LFTs on admission:,1
no longer following commands an MRI showed:,1
PHYSICAL UPON TRANSFER TO MICU:,1
Physical Exam on Floor:,1
SUMMARY OF MICU COURSE:,1
You have one new medication to start:,1
from OSH:,1
HEMOLYSIS LABS:,1
HEPATITIS:,1
added at outside hospital:,1
His second MICU course is summarized by problems below:,1
CARE RECEIVED:,1
Rectal:,2
The following imaging was obtained:,1
SENSORY SYSTEM:,3
included a CT of the C and T spine which showed:,1
Review of sytems obtained from son:,1
Hct trends:,2
SUMMARY OF HOSPITAL COURSE SYSTEM:,1
MR OF THE CERVICAL SPINE:,1
MR OF THE THORACIC SPINE:,1
Portable NCHCT:,1
HOSPITAL ISSUES:,1
Events of expiration:,1
DICHARGE LABS:,2
SUMMARY OF NICU COURSE:,1
We did not make any changes to your medications:,1
SUMMARY HOSPITAL COURSE:,1
    infants who meet any of the following four criteria:,2
FOLLOW UP APPOINTMENTS SCHEDULED AND RECOMMENDED:,1
 SENSORY:,1
 RECOMMENDATIONS AT THE TIME OF DISCHARGE:,1
    infants that meet any of the following four criteria:,1
BY PROBLEM LIST:,2
course by active problem is as follows:,1
Please follow up with this previously scheduled appointment:,1
Brief hospital Course:,1
Patient is advised to do the following:,1
Floor Hospital Course:,2
Left ulnar artery:,1
ABD KUB:,1
scale  Injection four times a day as needed for hyperglycemia:,2
Admission UA and Utox:,1
Her INRS:,1
The following addition was made to your outpatient medications:,1
Medications Changes:,2
Course on the floor as follows:,1
COURSE ON MEDICINE FLOOR:,1
COURSE IN ICU:,1
CT scan of her head showed:,1
any questions or any of the following symptoms:,1
Trending:,2
hospitalization the following issues were addressed:,1
her hospitalization:,1
COAG LABS:,1
FLOW CYTOMETRY:,2
Past Sx History:,1
Changes made to your medications:,2
PE on admission to CCU:,1
His hospital course by systems is as follows:,1
Microbiology info:,1
ABDOMEN CT WITH CONTRAST:,1
Updates:,1
    Follow up appointments scheduled:,1
Brief hospital course by system:,1
Contact:,2
You will need to have follow up arranged for your:,1
Transfer to the floor and upon discharge:,1
MEDICATION RECONCILICATION:,2
respiratory failure including:,1
Course on Floor:,1
note the following changes to your medications:,2
Please follow up in the infectious disease clinic:,1
Changes in Medications:,2
Left upper extremity Ultrasound:,1
Urology consulted:,1
A speech and swallow exam was done:,1
while on medicine:,1
repeat:,2
ARTERIAL BLOOD GASSES ON ASSIST CONTROL INTUBATION UNLESS NOTED:,1
Initial echo:,1
Follow up echo:,1
Acute Diagnoses:,1
Labs while on general medicine:,1
We are STARTING you on the following medication:,1
We are increasing your insulin glargine:,1
Chest XRAY:,1
The following medications have changed:,1
Radiography:,1
Summary of stay:,1
the care outlined below for your extended care facility:,1
To ECF:,1
you also have a new pt appointment in the pulmonary clinic:,1
PERTINENT LABORATORY RESULTS:,2
PROBLEMS DURING HOSPITAL COURSE:,1
Allergy:,2
Operative note:,3
MRSA nasal swab screen:,1
Imaging studies are as follows:,1
ANTIBIOTIC COURSE:,1
Neonatal Intensive Care Unit:,1
be faxed to:,1
AP SUPINE CHEST RADIOGRAPH:,1
On his MRI he had:,1
Prior to this her sputum culture results were as follows:,1
Fractures of:,1
You had the following changes to your medications:,1
You also have the other following appointments:,1
ABDOMINAL US:,2
ECHO results:,1
Ischaemic right foot:,1
Partial nephrogenic diabetes insipidus:,1
Hyperglycaemia:,1
A right upper quadrant ultrasound was performed which showed:,1
Labs were otherwise significant for the following:,1
PLEASE STOP THE FOLLOWING MEDICATIONS:,1
FOLLOW UP APPOINTMENT SCHEDULE RECOMMENDED:,2
Chest CTA:,2
LENIs:,3
on the following new medications:,1
Discharge coags:,1
Discharge Chem panel:,2
CXR upon admission:,1
CXR upon discharge:,1
states pain regime changed to:,1
Abx:,2
Repeat head CT:,1
Right knee arthrocentesis fluid:,1
Labs on Last Hospital Day:,1
TWO APPOINTMENTS:,1
ALZHEIMERS:,1
Dig load:,1
ABG trend:,2
Pertinent radiology reports:,1
MRA Kidney:,1
located at the following address:,1
CT CHEST WITHOUT CONTRAST:,2
Diagnostic possibilities included primarily:,1
of discharge include:,1
We have added a few new medications as follows:,1
DIAGNOSIS :,1
your primary care doctor:,1
CT of the abdomen without IV contrast:,1
on transfer to ICU:,1
Summary of transition of care issues:,1
MEDS on TRANSFER from MICU:,1
Cardiology ICD Placement:,1
Right pleural tissue:,1
Cardiac labs during hospital course:,2
MEDS on transfer from MICU:,1
In the ICU:,2
Comfort measures only:,1
should prompt immediate return to the emergency department:,1
Cardiac studies:,1
Additional Hospital Course Issues:,1
PROBLEMS DURING INTERIM PERIOD:,1
You have several new medications:,1
We have changed your medications as follows:,2
per patient was taking:,1
call your doctor or come to ED for:,1
IMMUNIZATIONS RECOMMENDED FOR PREMATURE INFANTS:,1
by issue:,1
OR SPECIMEN:,1
CT guided needle aspirate of abd collection:,1
Noncontrast CT Chest:,1
ATTENDING REVIEW:,1
On admission to the medicine floor:,1
home medications:,1
Culture data from OSH:,1
she was only on:,1
various physicians:,1
Infections above complicated by:,1
RECOMMENDATIONS OF IRON AND VITAMIN D SUPPLEMENTS:,1
    IMMUNIZATIONS RECOMMENDED:,1
These medications are gluten free:,1
in hosp:,1
Further management on the floor:,1
Treatment Course:,1
FLOW CYTOMETRY REPORT:,1
ADMISSION EXAMINATION:,1
CT ABM:,1
Abdominal distention:,1
Anemia and Hemoccult positive stool:,1
Hypothyroid:,1
MEDICATIONS on transfer from OSH:,1
After extubation:,1
CT and CTP of HEAD:,1
MRI of HEAD:,1
was diagnosed as following:,1
We have made one change to your medications:,1
Cardiac cath final diagnosis:,1
pulmonary noduleProvider:,1
RECOMMENDATIONS ON DISCHARGE:,1
the right heart catheterization revealed a mixed picture:,1
ECHo:,1
Before Breakfast:,1
Before Lunch:,1
Before Dinner:,1
with the following diagnoses:,1
Psychiatric:,3
changes were as follows:,1
Percutaneous Coronary Interventions as follows:,1
Please follow up with cardiology:,1
ER should you experience any of the following:,1
Baseline pressures:,1
Emergency Room if you experience:,1
Upon transfer from OSH:,1
Lower Extremity US:,1
URINARY TRACT INFECTION:,4
OTHER PREOPERATIVE WORKUP:,1
OPERATIVE COURSE:,1
interval changes of the following abnormalities:,1
vent settings:,2
her main issues were as follows:,1
these as directed:,1
Your heart medications were changed as follows:,1
Your diabetes medications were changed as following:,1
Stress Test:,2
Hemithyroidectomy pathology:,1
this hospitalization include:,1
CARDIAC PROBLEMS:,1
toenail:,1
Please follow up for evaluation of your lung disease:,1
Weekly Labs:,2
Please fax results to :,1
Medications on MICU transfer:,1
CT ABDOMEN WITH IV CONTRAST AND WITH LIMITED ORAL CONTRAST:,1
Bronch:,1
MEDS UPON TRANSFER:,1
your PCP:,1
Labs through course of hospitalization:,1
Other medical issues during the hospitalization included:,1
The address is:,1
imaging which revealed two enhancing lesions within the liver:,1
hospital course is listed by problem below:,1
Appointment:,3
who meet the following criteria:,1
    following full criteria:,1
who meet any of the following criteria:,1
See Palliative Care Note as follows:,1
In Summary the following medications changes were made:,1
ON ADMIT:,1
Exam On Discharge:,1
ADDITIONAL DISCHARGE INSTRUCTIONS:,2
SUMMARY OF HOSPITAL COURSE INCLUDING PERTINENT LAB RESULTS:,1
   Immunizations recommended:,2
Additional History:,1
been made for:,1
YOUR PREVIOUSLY SCHEDULED APPOINTMENTS:,1
Immunophenotyping:,2
CMR Technical Information:,1
We have added the following NEW medications:,1
We have made the following CHANGES to your medications:,2
IRON LABS:,1
Medications added during this hospitalization:,1
Abd collection fluid:,1
LN:,1
Scrotal US:,2
Since arrival to the floor:,1
Discharge Neuro Exam:,1
changed to her current discharge meds with good seizure control:,1
need for suture removal as they will dissolve on their own:,1
Please follow up with GI regarding duidenal ulcer and mass:,1
Post Op Head CT:,1
Exam prior to intubation:,1
both urology and orthopedics were consulted for his injuries:,1
INTERVAL HISTORY:,1
It is very important you avoid these medications in the future:,1
You should be seen by your doctor or return to the hospital for:,1
office will schedule this study for you when you call:,1
STUDIES REPORTED FROM OSH:,1
REMAINING PROBLEMS DURING THE HOSPITAL STAY:,1
regarding patient care plan:,1
ASSESSMENT AT DISCHARGE:,2
MR Hip:,1
TAKE THEM EVERY DAY:,1
Results from OSH:,1
LABS and STUDIES:,1
Sternal Precautions:,1
MEDS on TX:,1
The only change that we made to your medication is:,1
CHEST CTA:,1
CRP:,2
ESR:,2
