Item,Count
We have started you on one new medication:,1
Ba swallow :,1
Call your doctor or go to ED for:,1
be dialyzed as an outpatient at his dialysis center:,1
are listed below:,1
report are as listed here:,1
Ativan taper is as follows:,1
CT OF THE HEAD:,1
The patient returns back to the ED after VNA had concerns re:,1
discharged to rehab with the following instructions:,1
Status by systems at this time:,1
Other care needs:,1
Drain:,1
Physical Exam on Transfer out of ICU:,1
Tissue Analysis:,1
Thyroid biopsy:,1
AEs in the setting of new jaundice:,1
Other recommendations include:,1
His hospital course is described by system:,1
He will continue on the following medications on discharge:,1
Operarations:,1
stable condition on the following medications:,1
Cath tip:,1
Stool Cx:,1
Respiratory Culture:,1
The medication changes we made during this admission are:,1
CT CHEST WITH AND WITHOUT CONTRAST:,1
Medications Added This Admission:,1
Primary care Nurse Practitioner:,1
We have scheduled the following appointments for you:,1
MRA IMPRESSION:,1
Duodenitis:,1
STOP the following medicines:,1
Other Pertinent labs:,1
LABS DURING ICU STAY:,1
according to sliding scale  Subcutaneous four times a day:,1
CSF ANALYSIS:,1
Received in ED:,1
IMAGING :,1
MRI BRAIN WITH AND WITHOUT CONTRAST:,1
Bilateral eblow xrays:,1
Bilateral wrist xrays:,1
Current Medications :,1
Urine cxs:,1
Interim Discharge Summary:,1
Meds on Transfer to the floor:,1
doctor and a GI specialist:,1
Please note the following changes to your medicaiton regimen:,1
Plan for active issues:,1
home with the following changes:,1
indicated by system:,1
Physical Examination on Admission:,1
Ventilator:,1
Tension sutures:,1
JP:,1
Knee Plain Films:,1
baseline:,1
Investigations:,1
The following changes have been made to your medicine regimen:,1
For your information you also have the following appointments:,1
His surgical history is significant:,1
Medical Decision Making:,1
sugars:,1
In our ED:,1
SPutum:,1
Antibiotic Courses:,1
please follow up as below:,1
Coronary Cath:,1
DISCONTINUE THE FOLLOWING MEDS:,1
START THE FOLLOWING MEDS:,1
Events Since Admission:,1
Day of surgery labs:,1
B lines and he was treated with:,1
The following changes to medications have been made:,1
Chest CT :,1
hospital course by system as follows:,1
and imaging showing the following injuries:,1
difficile colitis:,1
NEUROSURGERY COURSE:,1
PHYSICAL EXAMINATION UPON DISCHARGE:,1
Medication changes during this hospitalization:,1
US left groin:,1
PE similar as above except for:,1
Intensive care Unit Course:,1
the following injuries were identified:,1
His course in the ICU is summarized below by system:,1
His floor course after transfer out of the ICU as follows:,1
CARDIOLOGY FLOOR COURSE:,1
changes were made in your medication regimen:,1
MEDICATIONS AT OSH:,1
described:,1
Limited ECHO to evaluate LV function:,1
Wemade the following changes to your medicines:,1
Recommend continuing recs at LTAC:,1
acidosis and his brief hospital course is described below:,1
with your oncologist:,1
MEDICATIONS ON TRANSFER TO INTENSIVE CARE UNIT:,1
CT abdomen upon admission read the following:,1
during your upcoming dialysis appointment:,1
TISSUE Cx:,1
Hospital course was remarkable for the following:,1
INPATIENT:,1
Neurologically:,1
PHYSICAL EXAMINATION ON TRANSFER BACK TO FLOOR:,1
KNEE:,1
Labs prior to transfer to MICU:,1
Hemopneumothorax:,1
DMII:,1
course by systems are as follows:,1
Pre valve implant:,1
Post valve implant:,1
RUQ ultrasound FINAL IMPRESSION:,1
transfusion reaction workup:,1
Final Report IMPRESSION:,1
NOTABLE LABS:,1
taken to the angio suite where she had:,1
BONE MARROW:,1
Touch Imprints:,1
Significant medical events include:,1
You other following appointments are:,1
Phone number:,1
RECENT PATHOLOGIES:,1
Please keep the following scheduled appointment:,1
pulse:,1
ACTIVE DIAGNOES:,1
list of agencies you can contact:,1
changed as follows:,1
OTHER ADMISSION LABS:,1
Medication instructions:,1
Begin taking the following new medications :,1
HCt trend:,1
arteriovenous dialysis fistula:,1
Arterial occlusion Upper Extremity:,1
Medications on Tx:,1
Patient needs Weekly:,1
You will take the following medications:,1
 EKG:,1
Pertinent Radiographic Studies:,1
Please note the following medications changes:,1
at the following address:,1
VACCINES:,1
remained uncomplicated as follows:,1
PARACENTESIS FLUID:,1
Previous Imaging:,1
ncisions:,1
NEW FINDINGS SINCE ADMISSION:,1
Please change the following:,1
Exam prior to Discharge:,1
course is below by system:,1
pertinent labs:,1
ACTIVE MEDICAL PROBLEMS:,1
hyponatremia:,1
contact the appropriate people if they are not needed:,1
MEDICINES ON ADMISSION:,1
MEDICINES ON TRANSFER FROM THE CCU:,1
You had changes in the following medications:,1
CHRONIC RENAL INSUFFICIENCY:,1
HYPERCHOLESTEROLEMIA:,1
Medicine service course:,1
Please draw at Dialysis:,1
Not Final:,1
that time the following issues will need to be addressed:,1
PHYSICAL EXAMINATION ON TRANSFER FROM THE CCU TO THE FLOOR:,1
After transfer to the floor:,1
Please stop the following medicines:,1
Please start these new medicines:,1
Neurologic Examination upon admission:,1
MEDICATIONS IN THE FENARD ICU:,1
symptom control:,1
His hospital course by systems as follows:,1
Iron studdies:,1
L ankle XR:,1
Follwoup:,1
after your discharge:,1
impressions at the time:,1
Initial Neurological Examination:,1
Hospital course is reviewed by the following problem list:,1
have been made to your medications during your hospital stay:,1
Previously sched appts:,1
Tegretol Level:,1
The remainder of the hospital course will follow by problem:,1
as needed for pain:,1
Echo Report:,1
The following changes have been made to your home medication:,1
On discharge home:,1
PORTABLE CXR:,1
MEDICATIONS IN THE MICU:,1
Please note the following medication Changes:,1
You also have the following Urology appointment:,1
Stomach pathology report:,1
CT angiogram:,1
OTHER OSH LABS:,1
Rib fractures:,1
Chemstry:,1
Imaging :,1
Chronic ISSUES:,1
The following chages to your medications were made:,1
EGD findings:,1
Several of your medications have been changed:,1
uatiNeurologic examination:,1
BAL Fluid:,1
Trended Labs:,1
Cerebellar testing:,1
Urine on Admission:,1
ED where she was found to be tachycardic and hypoxic:,1
Call your doctor or return to the ED for any of the following:,1
MEDICATIONS ON ADMISSION TO MEDICAL INTENSIVE CARE UNIT:,1
additional medications were prescribed:,1
Follow up with the dermatologist for your hair loss:,1
Please keep the following appointments as well:,1
Throid Studies:,1
GENERAL MEDICINE FLOOR:,1
Bilateral lower extremity ultrasound:,1
Orthostatics in ED:,1
Studies Pendig on Discharge:,1
ADDITIONS:,1
PLEASE NOTE THE FOLLOWING MEDICATION CHANGE:,1
Other ACTIVE ISSUES:,1
CTA CAP:,1
Prior endoscopies:,1
Risk Assessment:,1
standard sliding scale units Subcutaneous three times a day:,1
Change the following medications:,1
CAROTIDS:,1
Transitional Care issues:,1
Medications on Transfer from OSH:,1
with your primary care doctor:,1
Prescriptions that were old:,1
Laboratories upon discharge:,1
A brief sumary of most acute hospital issues are as follows:,1
Neuropsychology:,1
Appointment scheduled prior to this hospitalization:,1
Previous scheduled appointments:,1
CT obtained:,1
Toxicology screening:,1
regimen were:,1
following changes to your medication regimen:,1
End of Life course:,1
Lumbar Spine MRI:,1
is discussed in systems:,1
Previously scheduled appts:,1
Summary of alcohol septal ablation:,1
CURRENT ANATOMY:,1
Stools:,1
Sputums:,1
At dischage:,1
the Heart Failure Service and the following changes instituted:,1
which showed the following:,1
RECENT IMAGING:,1
FK:,1
height:,1
Psych history:,1
SUBSTANCE ABUSE HX:,1
PREVIOUS DATA:,1
IMAGING FROM THIS ADMISSION:,1
LIVER TESTS:,1
Summary of medication changes:,1
DISCHARGE ADMISSION LABS:,1
Video swallow completed:,1
FLOOR TRANSFER PE:,1
CT enterography:,1
Further work up:,1
MEDICATIONS UPON ADMISSION TO THE HOSPITAL:,1
MEDICATIONS IN ICU:,1
Neurology Exam on Transfer to Neurology Service:,1
Other chemistry:,1
Medications changed during this admission:,1
Times given:,1
OPERATIVE REPORT:,1
The following changes have been made to your medication list:,1
You have appointments with:,1
do so by your cardiologist:,1
ROS per HPI plus:,1
GI bleeding study:,1
His medications on admission:,1
Transplant workup:,1
You had several medications changes:,1
Upon arrival to the floor:,1
Internal Medicine:,1
home medications have been changed:,1
w resistence:,1
called out to the medical floor:,1
Health care proxy:,1
These other appointments are also scheduled for you:,1
Past surgical history includes:,1
Other relevant laboratories:,1
ACUTE ISSUES BY PROBLEM:,1
Allergies to Medications:,1
The following medication changes were made while you were here:,1
NH meds:,1
R KNEE FILMS:,1
Hospital course also notable for:,1
Medications at transfer to floor:,1
Your are to continue a predisone taper as follows:,1
Appointments scheduled prior to admission:,1
following management:,1
Please temporarily do not take two of your home medications:,1
hemoperitoneum:,1
Current medication list:,1
and should be used as needed according to your symptoms:,1
MEDICATIONS at time of transfer:,1
CT CHEST WITH IV CONTRAST:,1
CT ABDOMEN WITH AND WITHOUT IV CONTRAST:,1
CT PELVIS WITH IV CONTRAST:,1
BONY STRUCTURES:,1
We added the following medicines:,1
The following changes are done for your medications:,1
Please follow up with your appointments as highlighted below:,1
Seizure History:,1
Previous AEDs:,1
supplements:,1
Microbilogy results:,1
MICU Transfer Exam:,1
CT CERVICAL SPINE:,1
Serum:,1
Postoperative labs:,1
transfer but the information regarding each is as follows:,1
Upon transfer to the floor his course was as follows:,1
following schedule:,1
CARCINOMA LESION:,1
PLEASE START or CHANGE the following medications:,1
You have a previously scheduled appointment:,1
MEDICATIONS ON MOST RECENT DISCHARGE:,1
Pending at discharge:,1
Cough suppression:,1
Focused Discharge Examination:,1
Blood Drug levels:,1
Trauma:,1
Hb fractions:,1
Free Calcium:,1
Relevant imaging studies in hospital:,1
Laboratory data on transfer:,1
Transitional issues for this patient include:,1
Schedule Appointments:,1
MEDICINE Floor Course:,1
Orthopaedic surgery discharge instructions:,1
MRI of Spine:,1
Pelvis arteriogram :,1
Radiology Imaging:,1
LMH IMAGING:,1
Decadron Taper:,1
Head and neck CTA:,1
STUDIES OF RELEVANCE IN CHRONOLOGICAL ORDER:,1
gathered from his chart:,1
All of your medicines were stopped and you were started on:,1
left knee:,1
Pmhx:,1
On arrival to the MICU:,1
PRELIMINARY DIAGNOSIS:,1
The only change to your medications will be:,1
Antibiotics as directed:,1
care physician if you experience any of the following symptoms:,1
 discharge:,1
Weight at time of discharge:,1
is a systems review of his hospital stay:,1
OSH transfer meds:,1
NEW DIAGNOSES AT THE TIME OF THIS DICTATION:,1
CONTINUATION OF COURSE IN HOSPITAL:,1
Tubefeeding:,1
Primary Care Doctor Appointment:,1
rehabiliation facility with the following instructions:,1
IMPRESSION FOR MRI OF THE BRAIN:,1
Herbal Medications:,1
Other important lab values:,1
Please call your primary care physician or return to the ER for:,1
Timing of Events in ED:,1
Initial CT  spine was notable for:,1
Initial CT head was notable for:,1
CT Head without contrast:,1
Preliminary Report IMPRESSION:,1
IN the ED:,1
Appointments prior to this hospitalization:,1
Other follow up appointments:,1
Pathology from surgery:,1
BILATERAL LOWER EXTREMITY ULTRASOUNDS:,1
Resume all of your preadmission medications at prior doses:,1
Last Chest xray:,1
ANTIEMETIC:,1
BOWEL REGIMEN:,1
CHEMISTRY TREND:,1
HOSPITALIZATION DIAGNOSES:,1
You have an appointment with your neurologist as below:,1
Psychopharmacology:,1
MD:,1
You had this appointment already made for you:,1
You will continue to take antibiotics outside the hospital:,1
ERTAPENEM:,1
PROCEDURES DURING THIS HOSPITALIZATION:,1
DISCHARGE INSTRUCTIONS TO REHABILITATION:,1
Rest of exam is pre intubation:,1
WHEN EVALUATED ON THE FLOOR:,1
EEG DURING SPELL:,1
See comments below in re these medications:,1
at this admission:,1
Please Draw:,1
Care for as such:,1
Intern Accept Note:,1
ACTIVE HOSPITAL ISSUES:,1
Transer Meds:,1
Cath Findings:,1
please keep your previously scheduled appointments:,1
INSULIN FIXED DOSE:,1
INSULIN HUMALOG SLIDING SCALE:,1
MEDICATIONS ON TRANSFER TO THE MEDICINE SERVICE:,1
CT   of   the  abdomen  with  contrast  as  well  as  pelvis:,1
THESE ARE NEW MEDICATIONS THAT WERE STARTED IN THE HOSPITAL:,1
CARE DOCTOR:,1
Disharge:,1
In summary we made the following changes to your medications:,1
Serial Sodium measurements:,1
upon transfer include:,1
PHYSICAL EXAMINATION on discharge:,1
For primary care doctor:,1
consisted of:,1
Exam following surgery:,1
The following changes have been made to your other medications:,1
AMMONIA LEVEL:,1
PANCREATIC ENZYMES:,1
special attention to the following:,1
pelvic Xray:,1
Neurology service course:,1
Please return to the ED or call your PCP if you experience:,1
Course while on neurosurgery:,1
the patient was transferred to the floor:,1
Please keep your other appointments as below:,1
DELIRIUM EVALUATION:,1
ROUTINE EEG:,1
MEDICATION AS OUTPATIENT:,1
Regarding heart rate control:,1
Regarding anticoagulation:,1
Please note your medication changes:,1
Please follow up in regards to the following:,1
insulin at home:,1
Pertinent lab results:,1
LYTES:,1
 RECOMMENDATIONS:,1
On Transfer to MICU:,1
Meds on Transfer from floor to ICU:,1
Please call your doctor or go to the emergency room for:,1
ADDITIONAL PAST MEDICAL HISTORY:,1
BRAIN:,1
Other Important Studies:,1
No neglect:,1
Abstract thinking:,1
CT SCAN obtained:,1
GI EGD:,1
Please follow up with your:,1
You should resume the following preadmission medications:,1
CTA Abdomen and Pelvis:,1
pMIBI Stress Test:,1
We have changed the following medication:,1
We have discontinued the following medication:,1
Major Diagnoses:,1
Call or return to the ED for any of the following:,1
Chemistry panels:,1
LABS UPON TRANSFER TO MICU:,1
discharge with the following instructions:,1
EEG following AM:,1
CT HEAD without contrast:,1
GI SCOPE:,1
GYN FLOOR COURSE:,1
After overnight observation:,1
please fax results to:,1
Anemia evaluation:,1
FOLLOWS:,1
At initial ED presentation:,1
PMHX:,1
Patient needs to call them everyday to see if they can take him:,1
You were started on a new medication:,1
PCP clarification of chronic issues:,1
Your new list of medications includes:,1
A few new medications were started for your heart:,1
Above history obtained from:,1
PAST Surgery:,1
The followin medication was STOPPED:,1
causing TOXIC METABOLIC ENCEPHALOPATHY:,1
DIFFUSELY:,1
Your medications were changed in the following ways:,1
Pt sent to the CVICU:,1
Pt recieved ECHO:,1
Pt did have multiple renal imaging:,1
MACROSCOPICL:,1
MICROSCOPIC:,1
SECONDAR DIAGNOSIS:,1
Secondary Procedures:,1
SLE:,1
During this admission the following medications were STOPPED:,1
SIGMOID AND DESCENDING COLON BIOPSIES:,1
Joint fluid:,1
Secondary Medical issues:,1
INACTIVE DIAGNOSES:,1
TIPS:,1
Meds on transfer from OHS:,1
ABDOMEN FINDINGS:,1
PELVIS FINDINGS:,1
THE FOLLOWING MEDICATIONS WERE HELD:,1
We made the following additions to your medicines:,1
SELECTED MICRO:,1
Liver Injury Instructions:,1
TRANITIONAL ISSUES:,1
 The remainder of his hospital course is below by systems:,1
The following is your new medication regimen:,1
Please follow up with our resident Neurology by calling:,1
 if you have any of the following:,1
discharged home with the following instructions:,1
home to complete your recovery with the following instructions:,1
After discharge:,1
you should have routine follow up with your:,1
FBS:,1
Pain Clinic:,1
The trend for her LFTs are:,1
Please attend the following appointments that were made for you:,1
CT arm:,1
L elbow X ray:,1
Cortisol test:,1
Her Neurontin was held since admission due to concern re:,1
PERTINENT CHEMISTRY RESULTS:,1
Then following appointments are already scheduled for you:,1
Skin Biopsy:,1
appointements:,1
Rib Fracture Instructions:,1
injuries were identified as follows:,1
 ABD Incision:,1
hospital course is detailed by systems below:,1
MEDS HELD ON TRANSFER:,1
Day of Discharge labs:,1
Incisional care:,1
ACTIVE PROBLEM LIST:,1
INACTIVE PROBLEM LIST:,1
Physical Exam on Disharge:,1
CK trend:,1
CAD Risk factors:,1
PICC Line Care:,1
Required laboratory monitoring while on IV antibiotics:,1
 EGD:,1
Here are the changes we made to your medications:,1
CORTISOL LEVELS:,1
   Aspirate Smear:,1
   Clot Section and Biopsy Slides:,1
L UE ultrasound:,1
MEDICAL COURSE:,1
Oncology TREATMENT HISTORY:,1
Stroke risk factors and pertinent labs:,1
We have organised the following cardiology appointment:,1
list of antibiotics that were used:,1
are outlined:,1
Take insulin NPH as follows:,1
STROKE follow up:,1
Please call your PCP for an appointment as well:,1
Repeat Abdominal CT:,1
carcinoma with margins Parenchymal margin:,1
The following chanes were made to your medications:,1
that should continue in her rehab:,1
Important medication changes:,1
Final Pathology Report:,1
Hem:,1
Initial chest xray:,1
Left ankle xray:,1
Health Care Maintenance Labs:,1
coag trend:,1
ABDOMEN CT WITHOUT IV CONTRAST:,1
PELVIC CT WITHOUT IV CONTRAST:,1
Increase:,1
Course By Systems:,1
US of LE:,1
Instructions from Neurosurgery:,1
Flexible Laryngoscopy:,1
discharge to home with the following instructions:,1
WE have started you on the following medicines:,1
Major events while in the ICU include:,1
remaining hospital course as follows:,1
It was decided to an echo:,1
procedure with the following additions:,1
were managed there:,1
CT enterogram:,1
Please call if you have any of the following:,1
CT OF RIGHT FEMUR:,1
PERTINENT IMAGING AND LABORATORY FINDINGS AT ADMISSION:,1
through the PEG tube:,1
Please call to schedule the following appointment:,1
Discharge summary faxed to:,1
Lithium Levels:,1
Carotid Ultrasound:,1
ABDOMEN AND PELVIS:,1
GENITOURINARY:,1
FOLLOW UP APPOINTMENTS NEEDED:,1
OPERATIVE DATES:,1
DAILY EVENTS:,1
You are being started on a few new medications:,1
PENDING LABS RESULTS:,1
PA and lateral CXR:,1
We started you on a new medication:,1
We increased the dose:,1
We stopped your medications:,1
Malecot Drain Care:,1
Your discharge instructions include:,1
bx:,1
Major events in the SICU:,1
dates:,1
currently scheduled for:,1
made you a follow up appointment for your drains on:,1
ID followup:,1
STOP taking the following medication:,1
Renal biopsy PATHOLOGY:,1
CONTINUE to take these medications:,1
CHANGE this medication:,1
STOP taking this medication:,1
Also START taking this medication:,1
MRI head on admission:,1
MRA head :,1
EEG done while with MS changes:,1
While on the inpatient floor issues were:,1
Please note the following changes to your regular medications:,1
course is described below by problem:,1
fax results to:,1
New medications started during your hospitalization include:,1
before:,1
CALL YOUR DOCTOR OR GO TO THE ER IF:,1
following changes and additions:,1
Procedure data:,1
are summarized below:,1
The following medications were added this admission:,1
Please take the following medications following discharge:,1
MICU HPI:,1
CT OF THE ABDOMEN WITH ORAL CONTRAST ONLY:,1
Rehab Issues:,1
each issue progressed as follows:,1
ransitional Issues:,1
Some of your other future appointments include:,1
Micro and Path:,1
Elbox Xray:,1
Neurologic exam after transfer to the floor:,1
already been scheduled:,1
RUE Duplex:,1
CT  TOrso:,1
REPEAT EKG:,1
Problems addressed During Admission:,1
PLEASE FOLLOW THE BELOW INSTRUCTIONS ON YOUR MEDICATIONS:,1
Non Contrast Chest CT:,1
The changes we made to your medications are:,1
Per MICU note:,1
CAD history:,1
On transfer to the medicine service:,1
XRay:,1
On the Medicine Floor her course is as follows:,1
Continue the new medications that were started in the hospital:,1
of discharge included:,1
You presently have a MRI scheduled as below:,1
following problems were addressed during this hospitalization:,1
We would like you to take the following medications:,1
Problems at Discharge:,1
Tacrolimus:,1
Please note that several medication changes have been made:,1
Culture Data from OSH:,1
of the following symptoms:,1
The following appointments were already scheduled:,1
Chemotherapy:,1
medical resident:,1
Post Gastrectomy diet:,1
coronary artery bypass grafting with the following grafts:,1
Transitional issues for PCP:,1
MEDS at transfer:,1
changes include:,1
VIROLOGY:,1
INFLAMMATORY WORKUP:,1
VIRAL STUDIES:,1
TRANSITION:,1
hospital by problem:,1
Physical Examination on Dishcarge:,1
Osteoporosis with compression fractures:,1
MEDICINE ACCEPT NOTE:,1
For your alcohol use:,1
POSITIVE BLOOD CULTURES:,1
POSITIVE SPUTUM CULTURES:,1
LAST ECHO:,1
Examination in the emergency room revealed the following:,1
 Wound Care:,1
The following changes were made to his medications:,1
VBG:,1
discussed by problem:,1
Please contact the following to make an intake appointment:,1
We have also scheduled the following appointments for you:,1
to treat your heart attack:,1
transferred with the diagnoses of:,1
Cardiac Care Unit on the following medications:,1
External auditory canal:,1
changes to your medicines:,1
Below id the sequence of events:,1
CIMPRESSION:,1
For seizure prevention due to your recent head injury:,1
For your angioedema:,1
Her most updated discharge medication list includes:,1
SICU Events:,1
CONDITION AT DISCHARGE BY ISSUE:,1
Cardiac Enzyme trend:,1
JTUBE Care:,1
STROKE:,1
PNA:,1
DISCHARGE MEDICATIONS WERE AS FOLLOWS:,1
Grafts on last cath:,1
MEDICATIONS AT REHABILITATION CENTER:,1
Home medication regimen:,1
following people:,1
MEDICATIONS ON TRANSFER FROM NURSING HOME:,1
CTU IMPRESSION:,1
Please follow up with vascular surgery in clinic on:,1
Medicatio changes:,1
on Hemodialysis:,1
the Medical Floor by issues:,1
Peripheral Blood Analysis:,1
ANTIBIOTIC ADMINISTRATION:,1
Please keep in mind two important points:,1
Neurosurgery Inpatient Medications:,1
For your upcoming biopsy you need to check in at:,1
Unilateral US:,1
CHEST XRAY:,1
SICU Course by systems:,1
MRI HEAD WITH AND WITHOUT CONTRAST:,1
Plan to:,1
the OR for:,1
recounted in her history and also shown in her abnormal labs:,1
Other PRN Meds:,1
OTC Meds:,1
Prior to transfer to the MICU:,1
make the following appointments for you:,1
SUMMARY OF CLL HISTORY:,1
Problem LIST:,1
Executive function:,1
CAROTID ULTRASOUND:,1
You should NOT be taking:,1
SPEECH and SWALLOW EVALUATION:,1
HYPONATREMIA:,1
summarized by following systems:,1
will be discharged on the following medications:,1
diagnoses of the following:,1
Draw weekly:,1
patient was discharged on the following medications:,1
Intensive Care Unit was optimized to the following regimen:,1
GYN COURSE:,1
We made the following changes to your medicaitons:,1
THERAPEUTIC INTERVENTIONS:,1
LEGAL:,1
started on:,1
We changed some of your medications:,1
Coagulopathy work up done off anticoagulation:,1
OSH Medications:,1
Per prior psych consult note:,1
Regarding bowel function and wound care:,1
Ileostomy:,1
INITIAL CTA:,1
OSH IMAGES:,1
HOME MEDICATIONS THAT HAVE BEEN HELD AT OSH:,1
Neurology note:,1
Admission neurology exam:,1
Hb trend:,1
CTA OF HEAD:,1
CTA OF THE NECK:,1
NEUROPHYSIOLOGY:,1
Please continue the following new medications:,1
NAME OF OPERATIONS:,1
BEHAVIORAL:,1
During his ICU stay the following plans were carried out:,1
Micro data from OSH:,1
appointment is at:,1
IR Hepatic:,1
who should answer questions about your medical care:,1
DISCHARGE INSTRUCTION:,1
additional meds on Atrius records:,1
ISSUES TO DISCUSS WITH YOUR PCP:,1
ADMITTING PHYSICAL EXAMINATION:,1
appointments are as follows:,1
OSH workup:,1
INACTIVE PROBLEMS BY ISSUE:,1
CT neck without contrast:,1
Medicaton changes:,1
On xfer from micu:,1
Pancreas:,1
Percutaneous Cholecystotomy Tube Care:,1
of what took place:,1
CARDIAC ISOENZYMES:,1
HEPATITIS SEROLOGY:,1
Tx history:,1
SURGICAL SERVICE COURSE:,1
Also reports take over the counter:,1
She was found to have three infectious sources for her sepsis:,1
have STARTED the following medication:,1
At time of expiration:,1
Labs on Admission to Medicine floor:,1
four times a day as needed for shortness of breath or wheezing:,1
Xray:,1
Bilateral hip XR:,1
Bilateral knee XR:,1
hypoxia:,1
Exam on ICU Admission:,1
Hemodynamic monitoring:,1
Review of symptoms:,1
Norable labs during course:,1
Urine culture on admission:,1
Postoperative troponin elevation:,1
We have made the following adjustments to your medications:,1
Sublingual As needed for chest pain as needed for chest pain:,1
Pertinent cultures:,1
CT BRAIN:,1
CAROTID STUDIES:,1
Oncology Appointments:,1
Exam on Admission to MICU:,1
ON RETURN TO THE FLOOR:,1
IMPORTANT:,1
Make appointments with the following physicians:,1
INTERNAL MEDICINE TRANSFER HPI:,1
Pericardial effusion attributed to viral illness as follows:,1
tube feeds as follows:,1
VT mapping and ablation:,1
recommend:,1
You will have hand Xray and Hand surgery follow up as below:,1
Here is a list of your current medications:,1
PE on admission to the floor:,1
You have the following appointment to see a urologist:,1
You have follow up with your neurologist as well:,1
REHAB TREATMENTS AND FREQUENCY:,1
Ultrasound of RUE:,1
OTHER Past Medical History:,1
procedures:,1
underwent the following procedures:,1
HBV Viral Load:,1
HCV Viral Load:,1
FOLLOWING EXTUBATION:,1
Insulin:,1
You have been placed on several new medications:,1
To discuss the results of your biopsy:,1
CT Abdomen Pelvis:,1
following symptoms :,1
ED Course :,1
Labs on Discharge and Pertinent Labs throughout hospitalization:,1
MRI of back:,1
Dressing changes will be performed by:,1
   Recommendations:,1
dictated in a organ based system below:,1
Please follow up with following appointments:,1
TRANSFER MEDICATIONS TO MEDICAL SERVICE:,1
You have these appointments previously scheduled:,1
MICU course was notable for:,1
VNA INFO:,1
ASPIRATION PNA:,1
Exam On discharge:,1
Recent Labs prior to discharge:,1
medications listed differently:,1
Laboratory values on admission:,1
Laboratory values on discharge:,1
A brief hospital course by problem is also outlined below:,1
Starting:,1
Decreasing:,1
Serial EKG:,1
Please follow up with this appointment:,1
This is the list of MEDICATIONS you are discharged on:,1
past surgical hx:,1
home services with details of course as below:,1
following additions:,1
following adjustments were also made to your medications:,1
RIGHT AND LEFT HEART CATHETERIZATION:,1
MEDICATIONS on TRANSFER from OSH:,1
Cardiovasc:,1
addressed during his MICU course:,1
Derm exam on admit:,1
issues were investigated during her hospitalization:,1
CARDIAC CATHETERIZATION REPORT:,1
Floor Transfer Exam:,1
Seconday diagosis:,1
rehabilitation on:,1
The following appointments have been scheduled for:,1
appointments that are scheduled for you are as follow:,1
Recent pRBC Transfusions:,1
Hematoma:,1
Joint Fluid Aspirations:,1
You also have the following appointments with the lung doctor:,1
Stopping:,1
Here is a SUMMARY OF MEDICATION CHANGES on this admission:,1
PHYSICAL EXAM ON ADMISSION TO MEDICINE TEAM:,1
ADMISSION RADIOLOGY:,1
LP results:,1
Remainder of hospital course is by problem:,1
Please keep all other appointments as listed below:,1
of this medication as follows:,1
aneurysm:,1
Please have the following tests done while at Rehab:,1
Medications on tx:,1
Catheterization report:,1
dictated up to the hospital course:,1
Urine Labs:,1
DSE:,1
US Doppler:,1
Chronic CHF:,1
SINGLE AP VIEW OF THE CHEST:,1
by problems is as follows:,1
Pending studies at the time of discharge:,1
EGD Biopsy:,1
You have an upcoming appointment with your orthopedist:,1
Please make these changes to your medications:,1
The following medication was added:,1
Death:,1
lease call your doctor or go to the emergency department if:,1
TRANSITIONAL OF CARE ISSUES:,1
ON TRANSFER TO MEDICINE TEAM:,1
GASTROINTESTINAL BLEEDING:,1
PORTAL HYPERTENSION:,1
THROMBOCYTOPENIA:,1
VENTRICULAR BIGEMINY:,1
LOW GRADE PANCREATITIS:,1
FURTHER IMAGING STUDIES:,1
Meds on transfer to CCU:,1
Ileocolectomy specimen:,1
Call a doctor or return to the ER immediately for:,1
Cardiac echo:,1
He was given:,1
Acute diagnoses:,1
BRIEF SUMMARY OF HOSPITALIZATION:,1
These will be restarted by your PCP:,1
Cytology for Peritoneal fluid:,1
Peritoneal fluid anlaysis:,1
of wound on closure:,1
baseline medications include:,1
Temporary PCP:,1
Sensory System:,1
Other outstanding medical issues:,1
Humalog sliding scale units with meals:,1
Physical on Discharge:,1
CT SCAN OF THE ABDOMEN:,1
Hospital course summary by systems:,1
His hospital course is further detailed below by organ system:,1
Please see a pulmonologist:,1
Post Off Pump CABG:,1
Abd :,1
Brief hospital course after transfer to the medical service:,1
The remainder of his hospital course is broken down by systems:,1
progress note is below for details:,1
hospital and pt was placed on the following taper for discharge:,1
Additional findings on transfer from the MICU:,1
provider:,1
Medications prior to last admission:,1
note below that details his plan per problem:,1
A few medication changes have been made:,1
Please call your doctor or return to the emergency room for:,1
Appointments :,1
discharge is:,1
were made to your regimen:,1
address the issues relating to this hospitalization:,1
lung disease:,1
You also have the following appointment listed as upcoming:,1
to this slide scale:,1
ULTRASOUNDS:,1
HPI ADDENDUM:,1
Per neurology:,1
Sacral wound:,1
INVASIVE PROCEDURE:,1
Please see below for the dates of your next appointment:,1
PEx:,1
LABORATORY DATA From OSH:,1
The following change were made to your medications:,1
Other inactive issues:,1
MICU Txfer:,1
On Transfer to floor from MICU:,1
General Instructions for Rib fractures:,1
TRAUMA HX:,1
Studies pending on Discharge:,1
CARD ENZYMES:,1
Recent Micro history:,1
PTA COMMENTS:,1
MEDICATIONS ON TRANSFER TO CORONARY CARE UNIT:,1
Intensive Care Unit on the following additional medications:,1
day of discharge exam:,1
Also with:,1
follow up crit was:,1
